var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_523,8,0,8,0.8303818,0.9984409,1,0,1,0.9056881,0.9056881,5,0,5,0.8303818,0.9984409,1,0,1,0.9056881,0.9056881,3,0,3,0.869372,0.9984274,0,0,0,NA,NA,6,0,6,0.8303818,0.9984409,0,0,0,NA,NA,2,0,2,0.86977,0.9056881,1,0,1,0.9056881,0.9056881,1,0,1,0.869372,0.869372,0,0,0,NA,NA,4,0,4,0.8303818,0.9056881,1,0,1,0.9056881,0.9056881,3,0,3,0.9954172,0.9984409,0,0,0,NA,NA,2,0,2,0.8518141,0.9954172,0,0,0,NA,NA,4,0,4,0.8303818,0.9056881,1,0,1,0.9056881,0.9056881,1,0,1,0.9984409,0.9984409,0,0,0,NA,NA,1,0,1,0.9984274,0.9984274,0,0,0,NA,NA
sp75_523_1,6,1,5,0.9972663,1.034593,4,0,4,0.9977465,0.9993724,3,1,2,0.9977992,1.034593,2,0,2,0.9977992,0.9993724,3,0,3,0.9972663,0.9981134,2,0,2,0.9977465,0.9981134,2,1,1,0.9977465,1.034593,1,0,1,0.9977465,0.9977465,4,0,4,0.9972663,0.9993724,3,0,3,0.9977992,0.9993724,1,1,0,1.034593,1.034593,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,0,5,0.9972663,0.9993724,4,0,4,0.9977465,0.9993724,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9972663,0.9977992,1,0,1,0.9977992,0.9977992,3,0,3,0.9977465,0.9993724,3,0,3,0.9977465,0.9993724,1,1,0,1.034593,1.034593,0,0,0,NA,NA
sp75_523_2,2,2,0,1.00309,1.138361,0,0,0,NA,NA,2,2,0,1.00309,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.00309,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.138361,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.00309,1.00309,0,0,0,NA,NA,2,2,0,1.00309,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_600,8,2,6,0.0027573,2.697077,5,1,4,0.0027573,2.697077,6,0,6,0.0027573,0.9921755,4,0,4,0.0027573,0.8417371,2,2,0,1.667148,2.697077,1,1,0,2.697077,2.697077,4,1,3,0.0027573,2.697077,2,1,1,0.0027573,2.697077,4,1,3,0.5377846,1.667148,3,0,3,0.5377846,0.8417371,1,0,1,0.7096539,0.7096539,0,0,0,NA,NA,6,2,4,0.0027573,2.697077,5,1,4,0.0027573,2.697077,1,0,1,0.9921755,0.9921755,0,0,0,NA,NA,1,0,1,0.5377846,0.5377846,1,0,1,0.5377846,0.5377846,2,1,1,0.6242631,1.667148,1,0,1,0.6242631,0.6242631,1,1,0,2.697077,2.697077,1,1,0,2.697077,2.697077,4,0,4,0.0027573,0.9921755,2,0,2,0.0027573,0.8417371
sp75_600_1,5,1,4,3.15e-08,3.797209,1,0,1,3.15e-08,3.15e-08,2,1,1,0.7368848,3.797209,0,0,0,NA,NA,3,0,3,3.15e-08,0.9922179,1,0,1,3.15e-08,3.15e-08,3,1,2,0.9809577,3.797209,0,0,0,NA,NA,2,0,2,3.15e-08,0.7368848,1,0,1,3.15e-08,3.15e-08,1,1,0,3.797209,3.797209,0,0,0,NA,NA,2,0,2,3.15e-08,0.7368848,1,0,1,3.15e-08,3.15e-08,2,0,2,0.9809577,0.9922179,0,0,0,NA,NA,1,1,0,3.797209,3.797209,0,0,0,NA,NA,2,0,2,3.15e-08,0.7368848,1,0,1,3.15e-08,3.15e-08,1,0,1,0.9922179,0.9922179,0,0,0,NA,NA,1,0,1,0.9809577,0.9809577,0,0,0,NA,NA
sp75_601,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,1,1,0,1.000645,1.000645,1,1,0,1.000645,1.000645,1,1,0,1.000529,1.000529,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_601_1,1,1,0,1.000524,1.000524,0,0,0,NA,NA,1,1,0,1.000524,1.000524,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000524,1.000524,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000524,1.000524,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.000524,1.000524,0,0,0,NA,NA
sp75_601_2,6,2,4,4.37e-09,317.5546,4,1,3,4.37e-09,317.5546,3,2,1,0.927352,317.5546,1,1,0,317.5546,317.5546,3,0,3,4.37e-09,0.6759847,3,0,3,4.37e-09,0.6759847,1,1,0,317.5546,317.5546,1,1,0,317.5546,317.5546,5,1,4,4.37e-09,1.058934,3,0,3,4.37e-09,0.6759847,1,0,1,0.927352,0.927352,0,0,0,NA,NA,4,2,2,4.37e-09,317.5546,3,1,2,4.37e-09,317.5546,1,0,1,0.6759847,0.6759847,1,0,1,0.6759847,0.6759847,1,0,1,0.3333497,0.3333497,1,0,1,0.3333497,0.3333497,2,0,2,4.37e-09,0.6759847,2,0,2,4.37e-09,0.6759847,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.927352,317.5546,1,1,0,317.5546,317.5546
sp75_601_3,2,1,1,0.228197,1.364585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.228197,1.364585,0,0,0,NA,NA,1,0,1,0.228197,0.228197,0,0,0,NA,NA,1,1,0,1.364585,1.364585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.228197,1.364585,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.228197,0.228197,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.364585,1.364585,0,0,0,NA,NA
sp75_602,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_603,1,1,0,2.003901,2.003901,0,0,0,NA,NA,1,1,0,2.003901,2.003901,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.003901,2.003901,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.003901,2.003901,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.003901,2.003901,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_604,23,23,0,1.000162,1.084922,15,15,0,1.000441,1.084922,10,10,0,1.000164,1.06589,6,6,0,1.005585,1.022162,13,13,0,1.000162,1.084922,9,9,0,1.000441,1.084922,7,7,0,1.028125,1.084922,4,4,0,1.028125,1.084922,16,16,0,1.000162,1.048308,11,11,0,1.000441,1.048308,10,10,0,1.006015,1.057002,7,7,0,1.006015,1.057002,9,9,0,1.005585,1.084922,7,7,0,1.005585,1.084922,4,4,0,1.000162,1.000441,1,1,0,1.000441,1.000441,9,9,0,1.000172,1.084922,4,4,0,1.015003,1.084922,7,7,0,1.000164,1.048308,5,5,0,1.000441,1.048308,7,7,0,1.000162,1.03374,6,6,0,1.005585,1.03374,0,0,0,NA,NA,0,0,0,NA,NA
sp75_605,1,1,0,1.039814,1.039814,0,0,0,NA,NA,1,1,0,1.039814,1.039814,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.039814,1.039814,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.039814,1.039814,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.039814,1.039814,0,0,0,NA,NA
sp75_606,3,1,2,0.9853598,1.020744,1,1,0,1.020744,1.020744,2,0,2,0.9853598,0.9953195,0,0,0,NA,NA,1,1,0,1.020744,1.020744,1,1,0,1.020744,1.020744,2,1,1,0.9853598,1.020744,1,1,0,1.020744,1.020744,1,0,1,0.9953195,0.9953195,0,0,0,NA,NA,2,1,1,0.9953195,1.020744,1,1,0,1.020744,1.020744,1,0,1,0.9853598,0.9853598,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9953195,0.9953195,0,0,0,NA,NA,2,1,1,0.9853598,1.020744,1,1,0,1.020744,1.020744
sp75_607,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_700,3,1,2,0.7903029,1.069947,0,0,0,NA,NA,2,1,1,0.8656562,1.069947,0,0,0,NA,NA,1,0,1,0.7903029,0.7903029,0,0,0,NA,NA,1,1,0,1.069947,1.069947,0,0,0,NA,NA,2,0,2,0.7903029,0.8656562,0,0,0,NA,NA,1,1,0,1.069947,1.069947,0,0,0,NA,NA,2,0,2,0.7903029,0.8656562,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.7903029,0.8656562,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.069947,1.069947,0,0,0,NA,NA
sp75_700_1,7,1,6,0.4500678,1.407668,4,0,4,0.4500678,0.9917944,4,0,4,0.4500678,0.9088075,3,0,3,0.4500678,0.9088075,3,1,2,0.9848493,1.407668,1,0,1,0.9917944,0.9917944,1,1,0,1.407668,1.407668,0,0,0,NA,NA,6,0,6,0.4500678,0.9917944,4,0,4,0.4500678,0.9917944,2,1,1,0.9088075,1.407668,1,0,1,0.9088075,0.9088075,3,0,3,0.4500678,0.8175368,2,0,2,0.4500678,0.5352203,2,0,2,0.9848493,0.9917944,1,0,1,0.9917944,0.9917944,1,0,1,0.4500678,0.4500678,1,0,1,0.4500678,0.4500678,2,0,2,0.5352203,0.9848493,1,0,1,0.5352203,0.5352203,2,0,2,0.8175368,0.9088075,1,0,1,0.9088075,0.9088075,2,1,1,0.9917944,1.407668,1,0,1,0.9917944,0.9917944
sp75_701,8,8,0,1.000505,1.225681,5,5,0,1.056258,1.225681,4,4,0,1.000505,1.225681,2,2,0,1.064338,1.225681,4,4,0,1.000785,1.100283,3,3,0,1.056258,1.100283,8,8,0,1.000505,1.225681,5,5,0,1.056258,1.225681,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.056258,1.098014,2,2,0,1.056258,1.098014,4,4,0,1.064338,1.225681,3,3,0,1.064338,1.225681,2,2,0,1.000505,1.000785,0,0,0,NA,NA,1,1,0,1.171705,1.171705,0,0,0,NA,NA,2,2,0,1.098014,1.225681,2,2,0,1.098014,1.225681,4,4,0,1.000785,1.100283,3,3,0,1.056258,1.100283,1,1,0,1.000505,1.000505,0,0,0,NA,NA
sp75_701_1,5,3,2,0.9128605,1.017767,0,0,0,NA,NA,4,2,2,0.9128605,1.017767,0,0,0,NA,NA,1,1,0,1.003793,1.003793,0,0,0,NA,NA,2,2,0,1.002689,1.003793,0,0,0,NA,NA,3,1,2,0.9128605,1.017767,0,0,0,NA,NA,2,1,1,0.9128605,1.017767,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.9977565,1.003793,0,0,0,NA,NA,2,0,2,0.9128605,0.9977565,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.002689,1.017767,0,0,0,NA,NA
sp75_701_2,2,0,2,0.8168362,0.9714199,0,0,0,NA,NA,1,0,1,0.9714199,0.9714199,0,0,0,NA,NA,1,0,1,0.8168362,0.8168362,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.8168362,0.9714199,0,0,0,NA,NA,2,0,2,0.8168362,0.9714199,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8168362,0.8168362,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9714199,0.9714199,0,0,0,NA,NA
sp75_701_3,1,1,0,1.00261,1.00261,0,0,0,NA,NA,1,1,0,1.00261,1.00261,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.00261,1.00261,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.00261,1.00261,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.00261,1.00261,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_701_4,13,13,0,1.002241,15713.65,4,4,0,1.002241,15713.65,8,8,0,1.002241,15713.65,3,3,0,1.002241,15713.65,5,5,0,1.008125,3.331844,1,1,0,3.331844,3.331844,5,5,0,1.008125,15713.65,2,2,0,3.331844,15713.65,8,8,0,1.002241,2.953303,2,2,0,1.002241,1.606855,5,5,0,1.140888,2.646097,1,1,0,1.606855,1.606855,5,5,0,2.28328,15713.65,2,2,0,3.331844,15713.65,3,3,0,1.002241,1.008125,1,1,0,1.002241,1.002241,1,1,0,2.953303,2.953303,0,0,0,NA,NA,4,4,0,1.007031,2.646097,1,1,0,1.606855,1.606855,5,5,0,1.002241,3.331844,2,2,0,1.002241,3.331844,3,3,0,1.008125,15713.65,1,1,0,15713.65,15713.65
sp75_701_5,1,0,1,0.846488,0.846488,0,0,0,NA,NA,1,0,1,0.846488,0.846488,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.846488,0.846488,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.846488,0.846488,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.846488,0.846488,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_702,5,3,2,8.39e-12,2.061368,3,1,2,8.39e-12,2.061368,1,1,0,1.001761,1.001761,0,0,0,NA,NA,4,2,2,8.39e-12,2.061368,3,1,2,8.39e-12,2.061368,1,1,0,1.023876,1.023876,0,0,0,NA,NA,4,2,2,8.39e-12,2.061368,3,1,2,8.39e-12,2.061368,2,1,1,8.39e-12,2.061368,2,1,1,8.39e-12,2.061368,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.6993478,1.023876,1,0,1,0.6993478,0.6993478,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,8.39e-12,0.6993478,2,0,2,8.39e-12,0.6993478,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.001761,2.061368,1,1,0,2.061368,2.061368
sp75_702_1,6,0,6,6.53e-12,0.9857554,5,0,5,6.53e-12,0.9857554,0,0,0,NA,NA,0,0,0,NA,NA,6,0,6,6.53e-12,0.9857554,5,0,5,6.53e-12,0.9857554,2,0,2,0.221044,0.9552773,1,0,1,0.9552773,0.9552773,4,0,4,6.53e-12,0.9857554,4,0,4,6.53e-12,0.9857554,3,0,3,6.53e-12,0.3714249,2,0,2,6.53e-12,0.3714249,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.7017687,0.9857554,3,0,3,0.7017687,0.9857554,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,6.53e-12,0.7017687,2,0,2,6.53e-12,0.7017687,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.221044,0.9857554,3,0,3,0.3714249,0.9857554
sp75_703,11,10,1,0.9402572,1.342244,4,4,0,1.002395,1.342244,6,5,1,0.9402572,1.342244,2,2,0,1.087656,1.342244,5,5,0,1.000976,1.135315,2,2,0,1.002395,1.135315,9,8,1,0.9402572,1.342244,4,4,0,1.002395,1.342244,2,2,0,1.00033,1.000976,0,0,0,NA,NA,5,5,0,1.07451,1.342244,3,3,0,1.087656,1.342244,1,0,1,0.9402572,0.9402572,0,0,0,NA,NA,5,5,0,1.00033,1.005432,1,1,0,1.002395,1.002395,3,3,0,1.003409,1.342244,1,1,0,1.342244,1.342244,1,1,0,1.228145,1.228145,0,0,0,NA,NA,5,5,0,1.00033,1.135315,3,3,0,1.002395,1.135315,2,1,1,0.9402572,1.07451,0,0,0,NA,NA
sp75_703_1,4,1,3,0.8350604,1.259341,2,1,1,0.9958717,1.259341,3,1,2,0.8350604,1.259341,2,1,1,0.9958717,1.259341,1,0,1,0.979795,0.979795,0,0,0,NA,NA,2,1,1,0.979795,1.259341,1,1,0,1.259341,1.259341,2,0,2,0.8350604,0.9958717,1,0,1,0.9958717,0.9958717,1,0,1,0.8350604,0.8350604,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.979795,1.259341,2,1,1,0.9958717,1.259341,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.259341,1.259341,1,1,0,1.259341,1.259341,3,0,3,0.8350604,0.9958717,1,0,1,0.9958717,0.9958717
sp75_703_2,5,4,1,0.6353424,8.595228,3,2,1,0.6353424,8.595228,2,2,0,3.882008,8.595228,2,2,0,3.882008,8.595228,3,2,1,0.6353424,1.378595,1,0,1,0.6353424,0.6353424,2,2,0,3.882008,8.595228,2,2,0,3.882008,8.595228,3,2,1,0.6353424,1.378595,1,0,1,0.6353424,0.6353424,1,0,1,0.6353424,0.6353424,1,0,1,0.6353424,0.6353424,3,3,0,1.378595,8.595228,2,2,0,3.882008,8.595228,1,1,0,1.013424,1.013424,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.6353424,8.595228,2,1,1,0.6353424,8.595228,2,2,0,1.013424,3.882008,1,1,0,3.882008,3.882008,1,1,0,1.378595,1.378595,0,0,0,NA,NA
sp75_703_3,7,6,1,0.9919634,1.508523,1,1,0,1.508523,1.508523,3,3,0,1.000604,1.047268,0,0,0,NA,NA,4,3,1,0.9919634,1.508523,1,1,0,1.508523,1.508523,3,2,1,0.9919634,1.508523,1,1,0,1.508523,1.508523,4,4,0,1.000604,1.279083,0,0,0,NA,NA,2,2,0,1.279083,1.508523,1,1,0,1.508523,1.508523,2,2,0,1.047268,1.213553,0,0,0,NA,NA,3,2,1,0.9919634,1.003225,0,0,0,NA,NA,1,0,1,0.9919634,0.9919634,0,0,0,NA,NA,2,2,0,1.279083,1.508523,1,1,0,1.508523,1.508523,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.000604,1.213553,0,0,0,NA,NA
sp75_703_4,16,4,12,1.43e-11,1.908677,12,3,9,1.43e-11,1.029212,9,1,8,4.43e-10,1.005515,6,1,5,4.43e-10,1.005515,7,3,4,1.43e-11,1.908677,6,2,4,1.43e-11,1.029212,3,1,2,0.3396348,1.01802,1,1,0,1.01802,1.01802,13,3,10,1.43e-11,1.908677,11,2,9,1.43e-11,1.029212,7,1,6,1.43e-11,1.908677,5,0,5,1.43e-11,0.5959439,0,0,0,NA,NA,0,0,0,NA,NA,9,3,6,0.5905403,1.029212,7,3,4,0.5905403,1.029212,4,0,4,7.49e-10,0.6424778,4,0,4,7.49e-10,0.6424778,4,0,4,1.43e-11,0.7877881,4,0,4,1.43e-11,0.7877881,5,1,4,0.3396348,1.01802,2,1,1,0.5959439,1.01802,3,3,0,1.005515,1.908677,2,2,0,1.005515,1.029212
sp75_704,2,0,2,0.6559449,0.904087,1,0,1,0.6559449,0.6559449,1,0,1,0.904087,0.904087,0,0,0,NA,NA,1,0,1,0.6559449,0.6559449,1,0,1,0.6559449,0.6559449,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.6559449,0.904087,1,0,1,0.6559449,0.6559449,2,0,2,0.6559449,0.904087,1,0,1,0.6559449,0.6559449,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.6559449,0.904087,1,0,1,0.6559449,0.6559449
sp75_705,9,9,0,1.002468,3.65603,4,4,0,1.002468,2.065069,4,4,0,1.002468,1.446076,1,1,0,1.002468,1.002468,5,5,0,1.006319,3.65603,3,3,0,1.013758,2.065069,4,4,0,1.013758,3.65603,3,3,0,1.013758,2.065069,5,5,0,1.002468,1.446076,1,1,0,1.002468,1.002468,4,4,0,1.132837,2.065069,1,1,0,2.065069,2.065069,2,2,0,1.877994,3.65603,1,1,0,1.877994,1.877994,3,3,0,1.002468,1.013758,2,2,0,1.002468,1.013758,2,2,0,1.375498,3.65603,0,0,0,NA,NA,1,1,0,1.446076,1.446076,0,0,0,NA,NA,6,6,0,1.002468,2.065069,4,4,0,1.002468,2.065069,0,0,0,NA,NA,0,0,0,NA,NA
sp75_705_1,3,2,1,0.8346527,2.087355,2,2,0,1.009621,2.087355,3,2,1,0.8346527,2.087355,2,2,0,1.009621,2.087355,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.009621,2.087355,2,2,0,1.009621,2.087355,1,0,1,0.8346527,0.8346527,0,0,0,NA,NA,1,1,0,2.087355,2.087355,1,1,0,2.087355,2.087355,1,0,1,0.8346527,0.8346527,0,0,0,NA,NA,1,1,0,1.009621,1.009621,1,1,0,1.009621,1.009621,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8346527,0.8346527,0,0,0,NA,NA,2,2,0,1.009621,2.087355,2,2,0,1.009621,2.087355,0,0,0,NA,NA,0,0,0,NA,NA
sp75_705_2,5,5,0,1.422918,4.983102,3,3,0,1.422918,3.918867,1,1,0,1.422918,1.422918,1,1,0,1.422918,1.422918,4,4,0,1.82447,4.983102,2,2,0,2.142739,3.918867,2,2,0,1.82447,4.983102,0,0,0,NA,NA,3,3,0,1.422918,3.918867,3,3,0,1.422918,3.918867,5,5,0,1.422918,4.983102,3,3,0,1.422918,3.918867,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.142739,2.142739,1,1,0,2.142739,2.142739,1,1,0,1.82447,1.82447,0,0,0,NA,NA,3,3,0,1.422918,4.983102,2,2,0,1.422918,3.918867
