var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01
sp75_208,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_211,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_212,4,0,4,0.6813216,0.9496597,1,0,1,0.8731904,0.8731904,4,0,4,0.6813216,0.9496597,1,0,1,0.8731904,0.8731904,2,0,2,0.6813216,0.8731904,1,0,1,0.8731904,0.8731904,2,0,2,0.9434014,0.9496597,0,0,0,NA,NA,4,0,4,0.6813216,0.9496597,1,0,1,0.8731904,0.8731904,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9496597,0.9496597,0,0,0,NA,NA,2,0,2,0.6813216,0.9434014,0,0,0,NA,NA,1,0,1,0.8731904,0.8731904,1,0,1,0.8731904,0.8731904
sp75_214,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_312,1,1,0,1.017472,1.017472,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.017472,1.017472,0,0,0,NA,NA
sp75_320,5,0,5,0.797616,0.99984,3,0,3,0.797616,0.9351185,5,0,5,0.797616,0.99984,3,0,3,0.797616,0.9351185,3,0,3,0.797616,0.9351185,3,0,3,0.797616,0.9351185,2,0,2,0.9590118,0.99984,0,0,0,NA,NA,4,0,4,0.797616,0.9590118,3,0,3,0.797616,0.9351185,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.99984,0.99984,0,0,0,NA,NA,2,0,2,0.8208648,0.9590118,1,0,1,0.8208648,0.8208648,1,0,1,0.797616,0.797616,1,0,1,0.797616,0.797616,2,0,2,0.9351185,0.99984,1,0,1,0.9351185,0.9351185
sp75_324,1,0,1,0.972381,0.972381,0,0,0,NA,NA,1,0,1,0.972381,0.972381,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.972381,0.972381,0,0,0,NA,NA,1,0,1,0.972381,0.972381,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.972381,0.972381,0,0,0,NA,NA
sp75_337,3,1,2,0.664708,1.067612,0,0,0,NA,NA,3,1,2,0.664708,1.067612,0,0,0,NA,NA,2,0,2,0.664708,0.8734815,0,0,0,NA,NA,1,1,0,1.067612,1.067612,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.664708,1.067612,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.664708,1.067612,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8734815,0.8734815,0,0,0,NA,NA
sp75_340,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_341,1,0,1,0.0612179,0.0612179,0,0,0,NA,NA,1,0,1,0.0612179,0.0612179,0,0,0,NA,NA,1,0,1,0.0612179,0.0612179,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.0612179,0.0612179,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.0612179,0.0612179,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_342,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_344,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.4709893,0.4709893,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9837142,0.9837142,0,0,0,NA,NA,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_352,1,0,1,0.9331481,0.9331481,0,0,0,NA,NA,1,0,1,0.9331481,0.9331481,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9331481,0.9331481,0,0,0,NA,NA,1,0,1,0.9331481,0.9331481,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9331481,0.9331481,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_382,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136
sp75_503,5,5,0,1.022644,1.080283,3,3,0,1.022644,1.080283,5,5,0,1.022644,1.080283,3,3,0,1.022644,1.080283,5,5,0,1.022644,1.080283,3,3,0,1.022644,1.080283,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.024725,1.027903,1,1,0,1.027903,1.027903,3,3,0,1.022644,1.080283,2,2,0,1.022644,1.080283,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.027903,1.080283,2,2,0,1.027903,1.080283,2,2,0,1.024725,1.066247,0,0,0,NA,NA,1,1,0,1.022644,1.022644,1,1,0,1.022644,1.022644
sp75_504,3,0,3,0.5567897,0.8235633,0,0,0,NA,NA,3,0,3,0.5567897,0.8235633,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.5567897,0.8235633,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.5567897,0.8235633,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5567897,0.5567897,0,0,0,NA,NA,1,0,1,0.6438182,0.6438182,0,0,0,NA,NA,1,0,1,0.8235633,0.8235633,0,0,0,NA,NA
sp75_505,1,1,0,1.003757,1.003757,0,0,0,NA,NA,1,1,0,1.003757,1.003757,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.003757,1.003757,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.003757,1.003757,0,0,0,NA,NA,1,1,0,1.003757,1.003757,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_506_1,5,5,0,1.00112,1.274683,4,4,0,1.003602,1.274683,5,5,0,1.00112,1.274683,4,4,0,1.003602,1.274683,0,0,0,NA,NA,0,0,0,NA,NA,5,5,0,1.00112,1.274683,4,4,0,1.003602,1.274683,3,3,0,1.078597,1.274683,3,3,0,1.078597,1.274683,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.00112,1.003602,1,1,0,1.003602,1.003602,2,2,0,1.003602,1.232265,2,2,0,1.003602,1.232265,1,1,0,1.274683,1.274683,1,1,0,1.274683,1.274683,2,2,0,1.00112,1.078597,1,1,0,1.078597,1.078597
sp75_507,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_511,2,2,0,1.040394,1.132974,0,0,0,NA,NA,2,2,0,1.040394,1.132974,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.040394,1.132974,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.040394,1.132974,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.132974,1.132974,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.040394,1.040394,0,0,0,NA,NA
sp75_511_1,4,0,4,0.1899373,0.3418775,4,0,4,0.1899373,0.3418775,4,0,4,0.1899373,0.3418775,4,0,4,0.1899373,0.3418775,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.1899373,0.3418775,4,0,4,0.1899373,0.3418775,2,0,2,0.1899373,0.2719069,2,0,2,0.1899373,0.2719069,2,0,2,0.2658418,0.3418775,2,0,2,0.2658418,0.3418775,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.2719069,0.3418775,2,0,2,0.2719069,0.3418775,2,0,2,0.1899373,0.2658418,2,0,2,0.1899373,0.2658418,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512_2,4,4,0,1.000572,1.186737,3,3,0,1.000572,1.186737,4,4,0,1.000572,1.186737,3,3,0,1.000572,1.186737,3,3,0,1.00091,1.186737,2,2,0,1.003334,1.186737,1,1,0,1.000572,1.000572,1,1,0,1.000572,1.000572,1,1,0,1.186737,1.186737,1,1,0,1.186737,1.186737,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.000572,1.003334,2,2,0,1.000572,1.003334,2,2,0,1.003334,1.186737,2,2,0,1.003334,1.186737,1,1,0,1.000572,1.000572,1,1,0,1.000572,1.000572,1,1,0,1.00091,1.00091,0,0,0,NA,NA
sp75_513,3,0,3,0.2960095,0.7714984,0,0,0,NA,NA,3,0,3,0.2960095,0.7714984,0,0,0,NA,NA,1,0,1,0.2960095,0.2960095,0,0,0,NA,NA,2,0,2,0.7481256,0.7714984,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.2960095,0.7714984,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.2960095,0.7481256,0,0,0,NA,NA,1,0,1,0.7714984,0.7714984,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_513_1,2,2,0,1.292192,3.198257,0,0,0,NA,NA,2,2,0,1.292192,3.198257,0,0,0,NA,NA,2,2,0,1.292192,3.198257,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.292192,3.198257,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.198257,3.198257,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.292192,1.292192,0,0,0,NA,NA
sp75_514,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_515,12,0,12,0.9059742,0.9998906,7,0,7,0.9059742,0.9995888,12,0,12,0.9059742,0.9998906,7,0,7,0.9059742,0.9995888,4,0,4,0.9226298,0.9994272,1,0,1,0.9713447,0.9713447,8,0,8,0.9059742,0.9998906,6,0,6,0.9059742,0.9995888,5,0,5,0.9226298,0.9921878,4,0,4,0.9713447,0.9921878,3,0,3,0.9059742,0.9693985,2,0,2,0.9059742,0.9693985,4,0,4,0.9984828,0.9998906,1,0,1,0.9995888,0.9995888,2,0,2,0.9356256,0.971927,1,0,1,0.971927,0.971927,5,0,5,0.9059742,0.9995888,3,0,3,0.9059742,0.9995888,5,0,5,0.9693985,0.9998906,3,0,3,0.9693985,0.9921878
sp75_516,3,1,2,0.8931375,1.111685,2,1,1,0.9592175,1.111685,3,1,2,0.8931375,1.111685,2,1,1,0.9592175,1.111685,2,0,2,0.8931375,0.9592175,1,0,1,0.9592175,0.9592175,1,1,0,1.111685,1.111685,1,1,0,1.111685,1.111685,2,0,2,0.8931375,0.9592175,1,0,1,0.9592175,0.9592175,1,1,0,1.111685,1.111685,1,1,0,1.111685,1.111685,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.8931375,1.111685,1,1,0,1.111685,1.111685,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9592175,0.9592175,1,0,1,0.9592175,0.9592175
sp75_516_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_516_2,3,3,0,1.049107,9.344678,0,0,0,NA,NA,3,3,0,1.049107,9.344678,0,0,0,NA,NA,2,2,0,2.462241,9.344678,0,0,0,NA,NA,1,1,0,1.049107,1.049107,0,0,0,NA,NA,1,1,0,1.049107,1.049107,0,0,0,NA,NA,2,2,0,2.462241,9.344678,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.049107,9.344678,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.462241,2.462241,0,0,0,NA,NA
sp75_517,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_517_1,2,2,0,1.001789,1.043388,1,1,0,1.043388,1.043388,2,2,0,1.001789,1.043388,1,1,0,1.043388,1.043388,1,1,0,1.043388,1.043388,1,1,0,1.043388,1.043388,1,1,0,1.001789,1.001789,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.001789,1.043388,1,1,0,1.043388,1.043388,1,1,0,1.043388,1.043388,1,1,0,1.043388,1.043388,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.001789,1.001789,0,0,0,NA,NA
sp75_518,2,2,0,1.025845,1.055927,2,2,0,1.025845,1.055927,2,2,0,1.025845,1.055927,2,2,0,1.025845,1.055927,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.025845,1.055927,2,2,0,1.025845,1.055927,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.025845,1.055927,2,2,0,1.025845,1.055927,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.055927,1.055927,1,1,0,1.055927,1.055927,1,1,0,1.025845,1.025845,1,1,0,1.025845,1.025845
sp75_518_1,1,0,1,0.9435036,0.9435036,0,0,0,NA,NA,1,0,1,0.9435036,0.9435036,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9435036,0.9435036,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9435036,0.9435036,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9435036,0.9435036,0,0,0,NA,NA
sp75_519,1,1,0,1.023129,1.023129,0,0,0,NA,NA,1,1,0,1.023129,1.023129,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.023129,1.023129,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.023129,1.023129,0,0,0,NA,NA,1,1,0,1.023129,1.023129,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_520,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_523,5,0,5,0.8303818,0.9984409,1,0,1,0.9056881,0.9056881,5,0,5,0.8303818,0.9984409,1,0,1,0.9056881,0.9056881,4,0,4,0.8303818,0.9984409,0,0,0,NA,NA,1,0,1,0.9056881,0.9056881,1,0,1,0.9056881,0.9056881,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.8303818,0.9056881,1,0,1,0.9056881,0.9056881,2,0,2,0.9954172,0.9984409,0,0,0,NA,NA,2,0,2,0.8518141,0.9954172,0,0,0,NA,NA,2,0,2,0.8303818,0.9056881,1,0,1,0.9056881,0.9056881,1,0,1,0.9984409,0.9984409,0,0,0,NA,NA
sp75_523_1,2,0,2,0.9977992,0.9993724,2,0,2,0.9977992,0.9993724,2,0,2,0.9977992,0.9993724,2,0,2,0.9977992,0.9993724,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9977992,0.9993724,2,0,2,0.9977992,0.9993724,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9977992,0.9993724,2,0,2,0.9977992,0.9993724,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9977992,0.9977992,1,0,1,0.9977992,0.9977992,1,0,1,0.9993724,0.9993724,1,0,1,0.9993724,0.9993724
sp75_523_2,2,2,0,1.00309,1.138361,0,0,0,NA,NA,2,2,0,1.00309,1.138361,0,0,0,NA,NA,2,2,0,1.00309,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.138361,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.00309,1.00309,0,0,0,NA,NA,2,2,0,1.00309,1.138361,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_600,2,0,2,0.5377846,0.6242631,2,0,2,0.5377846,0.6242631,2,0,2,0.5377846,0.6242631,2,0,2,0.5377846,0.6242631,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5377846,0.6242631,2,0,2,0.5377846,0.6242631,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5377846,0.6242631,2,0,2,0.5377846,0.6242631,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.5377846,0.5377846,1,0,1,0.5377846,0.5377846,1,0,1,0.6242631,0.6242631,1,0,1,0.6242631,0.6242631,0,0,0,NA,NA,0,0,0,NA,NA
sp75_600_1,2,1,1,0.7368848,3.797209,0,0,0,NA,NA,2,1,1,0.7368848,3.797209,0,0,0,NA,NA,1,1,0,3.797209,3.797209,0,0,0,NA,NA,1,0,1,0.7368848,0.7368848,0,0,0,NA,NA,1,1,0,3.797209,3.797209,0,0,0,NA,NA,1,0,1,0.7368848,0.7368848,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.797209,3.797209,0,0,0,NA,NA,1,0,1,0.7368848,0.7368848,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_601,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.000529,1.000645,1,1,0,1.000645,1.000645,1,1,0,1.000645,1.000645,1,1,0,1.000645,1.000645,1,1,0,1.000529,1.000529,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_601_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
