var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01
sp77_413,3,1,2,0.6908844,1.868538,3,1,2,0.6908844,1.868538,3,1,2,0.6908844,1.868538,3,1,2,0.6908844,1.868538,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.6908844,1.868538,3,1,2,0.6908844,1.868538,0,0,0,NA,NA,0,0,0,NA,NA,3,1,2,0.6908844,1.868538,3,1,2,0.6908844,1.868538,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.868538,1.868538,1,1,0,1.868538,1.868538,1,0,1,0.6908844,0.6908844,1,0,1,0.6908844,0.6908844,1,0,1,0.8674134,0.8674134,1,0,1,0.8674134,0.8674134
sp77_500,3,2,1,0.9457176,20.90299,2,2,0,6.78181,20.90299,3,2,1,0.9457176,20.90299,2,2,0,6.78181,20.90299,2,2,0,6.78181,20.90299,2,2,0,6.78181,20.90299,1,0,1,0.9457176,0.9457176,0,0,0,NA,NA,1,1,0,20.90299,20.90299,1,1,0,20.90299,20.90299,2,1,1,0.9457176,6.78181,1,1,0,6.78181,6.78181,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,6.78181,20.90299,2,2,0,6.78181,20.90299,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9457176,0.9457176,0,0,0,NA,NA
sp77_501,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_502,1,0,1,0.9908332,0.9908332,0,0,0,NA,NA,1,0,1,0.9908332,0.9908332,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9908332,0.9908332,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9908332,0.9908332,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9908332,0.9908332,0,0,0,NA,NA
sp77_502_1,1,1,0,2.034089,2.034089,0,0,0,NA,NA,1,1,0,2.034089,2.034089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.034089,2.034089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.034089,2.034089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.034089,2.034089,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_502_2,1,1,0,1.012416,1.012416,0,0,0,NA,NA,1,1,0,1.012416,1.012416,0,0,0,NA,NA,1,1,0,1.012416,1.012416,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.012416,1.012416,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.012416,1.012416,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_503,2,0,2,0.6088425,0.8014533,1,0,1,0.6088425,0.6088425,2,0,2,0.6088425,0.8014533,1,0,1,0.6088425,0.6088425,2,0,2,0.6088425,0.8014533,1,0,1,0.6088425,0.6088425,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8014533,0.8014533,0,0,0,NA,NA,1,0,1,0.6088425,0.6088425,1,0,1,0.6088425,0.6088425,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.6088425,0.8014533,1,0,1,0.6088425,0.6088425
sp77_503_1,1,0,1,0.0283153,0.0283153,0,0,0,NA,NA,1,0,1,0.0283153,0.0283153,0,0,0,NA,NA,1,0,1,0.0283153,0.0283153,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.0283153,0.0283153,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.0283153,0.0283153,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_504,2,0,2,0.9921579,0.9936032,1,0,1,0.9921579,0.9921579,2,0,2,0.9921579,0.9936032,1,0,1,0.9921579,0.9921579,2,0,2,0.9921579,0.9936032,1,0,1,0.9921579,0.9921579,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9921579,0.9936032,1,0,1,0.9921579,0.9921579,1,0,1,0.9921579,0.9921579,1,0,1,0.9921579,0.9921579,1,0,1,0.9936032,0.9936032,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_505,1,0,1,0.9651579,0.9651579,0,0,0,NA,NA,1,0,1,0.9651579,0.9651579,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9651579,0.9651579,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9651579,0.9651579,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9651579,0.9651579,0,0,0,NA,NA
sp77_506,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_506_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_507,1,1,0,1.30048,1.30048,0,0,0,NA,NA,1,1,0,1.30048,1.30048,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.30048,1.30048,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.30048,1.30048,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.30048,1.30048,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_508,4,3,1,0.9424296,1.817,1,1,0,1.112809,1.112809,4,3,1,0.9424296,1.817,1,1,0,1.112809,1.112809,1,1,0,1.817,1.817,0,0,0,NA,NA,3,2,1,0.9424296,1.459132,1,1,0,1.112809,1.112809,2,1,1,0.9424296,1.817,0,0,0,NA,NA,2,2,0,1.112809,1.459132,1,1,0,1.112809,1.112809,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.459132,1.817,0,0,0,NA,NA,2,1,1,0.9424296,1.112809,1,1,0,1.112809,1.112809
sp77_508_1,2,1,1,0.9913831,1.393086,1,1,0,1.393086,1.393086,2,1,1,0.9913831,1.393086,1,1,0,1.393086,1.393086,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,0.9913831,1.393086,1,1,0,1.393086,1.393086,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.393086,1.393086,1,1,0,1.393086,1.393086,1,0,1,0.9913831,0.9913831,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9913831,0.9913831,0,0,0,NA,NA,1,1,0,1.393086,1.393086,1,1,0,1.393086,1.393086
sp77_509,4,0,4,0.4975454,0.9443527,1,0,1,0.4975454,0.4975454,4,0,4,0.4975454,0.9443527,1,0,1,0.4975454,0.4975454,2,0,2,0.4975454,0.8053861,1,0,1,0.4975454,0.4975454,2,0,2,0.8081169,0.9443527,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,0,4,0.4975454,0.9443527,1,0,1,0.4975454,0.4975454,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.4975454,0.8081169,1,0,1,0.4975454,0.4975454,2,0,2,0.8053861,0.9443527,0,0,0,NA,NA
sp77_510,1,0,1,0.6705131,0.6705131,0,0,0,NA,NA,1,0,1,0.6705131,0.6705131,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6705131,0.6705131,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6705131,0.6705131,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.6705131,0.6705131,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_511,2,0,2,0.2931712,0.7095986,1,0,1,0.2931712,0.2931712,2,0,2,0.2931712,0.7095986,1,0,1,0.2931712,0.2931712,2,0,2,0.2931712,0.7095986,1,0,1,0.2931712,0.2931712,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.2931712,0.7095986,1,0,1,0.2931712,0.2931712,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.2931712,0.2931712,1,0,1,0.2931712,0.2931712,1,0,1,0.7095986,0.7095986,0,0,0,NA,NA
sp77_512,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9642283,0.9642283,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_513,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_514,9,2,7,0.0049334,3.157286,8,2,6,0.0049334,3.157286,9,2,7,0.0049334,3.157286,8,2,6,0.0049334,3.157286,6,0,6,0.0049334,0.9742203,6,0,6,0.0049334,0.9742203,3,2,1,0.6127515,3.157286,2,2,0,1.410019,3.157286,3,0,3,0.0049334,0.2927525,3,0,3,0.0049334,0.2927525,3,2,1,0.6127515,3.157286,2,2,0,1.410019,3.157286,3,0,3,0.9081981,0.9742203,3,0,3,0.9081981,0.9742203,3,0,3,0.0049334,0.9081981,2,0,2,0.0049334,0.9081981,3,1,2,0.0409496,3.157286,3,1,2,0.0409496,3.157286,3,1,2,0.2927525,1.410019,3,1,2,0.2927525,1.410019
sp77_515,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_516,4,0,4,0.9935879,0.9995761,1,0,1,0.999322,0.999322,4,0,4,0.9935879,0.9995761,1,0,1,0.999322,0.999322,1,0,1,0.9993179,0.9993179,0,0,0,NA,NA,3,0,3,0.9935879,0.9995761,1,0,1,0.999322,0.999322,1,0,1,0.9935879,0.9935879,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.9993179,0.9995761,1,0,1,0.999322,0.999322,1,0,1,0.999322,0.999322,1,0,1,0.999322,0.999322,1,0,1,0.9995761,0.9995761,0,0,0,NA,NA,2,0,2,0.9935879,0.9993179,0,0,0,NA,NA
sp77_600,6,6,0,1.001719,3.174327,3,3,0,1.006528,1.176224,6,6,0,1.001719,3.174327,3,3,0,1.006528,1.176224,3,3,0,1.006528,3.174327,2,2,0,1.006528,1.025618,3,3,0,1.001719,1.176224,1,1,0,1.176224,1.176224,2,2,0,1.176224,3.174327,1,1,0,1.176224,1.176224,0,0,0,NA,NA,0,0,0,NA,NA,4,4,0,1.001719,1.025618,2,2,0,1.006528,1.025618,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.004752,3.174327,1,1,0,1.025618,1.025618,3,3,0,1.001719,1.176224,2,2,0,1.006528,1.176224
sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_602,2,2,0,1.113516,1.463079,1,1,0,1.463079,1.463079,2,2,0,1.113516,1.463079,1,1,0,1.463079,1.463079,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.113516,1.463079,1,1,0,1.463079,1.463079,2,2,0,1.113516,1.463079,1,1,0,1.463079,1.463079,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.463079,1.463079,1,1,0,1.463079,1.463079,1,1,0,1.113516,1.113516,0,0,0,NA,NA
sp77_603,12,12,0,1.002924,14.84097,6,6,0,1.009307,3.371385,12,12,0,1.002924,14.84097,6,6,0,1.009307,3.371385,3,3,0,1.014699,14.84097,1,1,0,1.014699,1.014699,9,9,0,1.002924,3.371385,5,5,0,1.009307,3.371385,4,4,0,1.120866,14.84097,1,1,0,1.752224,1.752224,4,4,0,1.465109,3.371385,3,3,0,1.465109,3.371385,4,4,0,1.002924,1.014699,2,2,0,1.009307,1.014699,4,4,0,1.009052,14.84097,2,2,0,1.752224,3.371385,3,3,0,1.009307,2.628078,2,2,0,1.009307,2.628078,5,5,0,1.002924,2.63858,2,2,0,1.014699,1.465109
sp77_604,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_605,2,0,2,0.3570282,0.9708425,0,0,0,NA,NA,2,0,2,0.3570282,0.9708425,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.3570282,0.9708425,0,0,0,NA,NA,1,0,1,0.3570282,0.3570282,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9708425,0.9708425,0,0,0,NA,NA,1,0,1,0.3570282,0.3570282,0,0,0,NA,NA,1,0,1,0.9708425,0.9708425,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_606,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.743104,1.743104,1,1,0,1.743104,1.743104,1,1,0,1.578633,1.578633,1,1,0,1.578633,1.578633,0,0,0,NA,NA,0,0,0,NA,NA
sp77_606_1,2,0,2,0.5693174,0.9879288,1,0,1,0.9879288,0.9879288,2,0,2,0.5693174,0.9879288,1,0,1,0.9879288,0.9879288,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5693174,0.9879288,1,0,1,0.9879288,0.9879288,1,0,1,0.5693174,0.5693174,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.9879288,0.9879288,1,0,1,0.9879288,0.9879288,2,0,2,0.5693174,0.9879288,1,0,1,0.9879288,0.9879288,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_700,1,0,1,0.8275078,0.8275078,0,0,0,NA,NA,1,0,1,0.8275078,0.8275078,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8275078,0.8275078,0,0,0,NA,NA,1,0,1,0.8275078,0.8275078,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.8275078,0.8275078,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_700_1,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,2.264076,2.264076,1,1,0,2.264076,2.264076
sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_701_2,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_701_3,3,3,0,1.08784,1.429151,0,0,0,NA,NA,3,3,0,1.08784,1.429151,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.08784,1.429151,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.08784,1.429151,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.429151,1.429151,0,0,0,NA,NA,1,1,0,1.417764,1.417764,0,0,0,NA,NA,1,1,0,1.08784,1.08784,0,0,0,NA,NA
sp77_701_4,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_702,2,0,2,0.3755616,0.431415,0,0,0,NA,NA,2,0,2,0.3755616,0.431415,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.3755616,0.431415,0,0,0,NA,NA,2,0,2,0.3755616,0.431415,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,1,0.3755616,0.3755616,0,0,0,NA,NA,1,0,1,0.431415,0.431415,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_703,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_704,2,0,2,0.9886561,0.9888292,0,0,0,NA,NA,2,0,2,0.9886561,0.9888292,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9886561,0.9888292,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.9886561,0.9888292,0,0,0,NA,NA,1,0,1,0.9886561,0.9886561,0,0,0,NA,NA,1,0,1,0.9888292,0.9888292,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_704_1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp77_704_8,1,1,0,1.701722,1.701722,0,0,0,NA,NA,1,1,0,1.701722,1.701722,0,0,0,NA,NA,1,1,0,1.701722,1.701722,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.701722,1.701722,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.701722,1.701722,0,0,0,NA,NA
sp77_704_9,4,2,2,0.5044352,2.206775,3,2,1,0.9897478,2.206775,4,2,2,0.5044352,2.206775,3,2,1,0.9897478,2.206775,0,0,0,NA,NA,0,0,0,NA,NA,4,2,2,0.5044352,2.206775,3,2,1,0.9897478,2.206775,1,0,1,0.5044352,0.5044352,0,0,0,NA,NA,2,2,0,1.918125,2.206775,2,2,0,1.918125,2.206775,1,0,1,0.9897478,0.9897478,1,0,1,0.9897478,0.9897478,3,1,2,0.5044352,2.206775,2,1,1,0.9897478,2.206775,1,1,0,1.918125,1.918125,1,1,0,1.918125,1.918125,0,0,0,NA,NA,0,0,0,NA,NA
sp77_705,2,2,0,1.690056,2.78219,0,0,0,NA,NA,2,2,0,1.690056,2.78219,0,0,0,NA,NA,2,2,0,1.690056,2.78219,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,1.690056,1.690056,0,0,0,NA,NA,1,1,0,2.78219,2.78219,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.690056,2.78219,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
