var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,var,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,var,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,var,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,var,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,var,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,var,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,var,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,var,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,var,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,var,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,var,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA,sp77_601,0,0,0,NA,NA,0,0,0,NA,NA
sp77_602,5,5,0,1.004824,1.561638,2,2,0,1.004824,1.463079,sp77_602,4,4,0,1.004824,1.561638,2,2,0,1.004824,1.463079,sp77_602,1,1,0,1.223193,1.223193,0,0,0,NA,NA,sp77_602,1,1,0,1.561638,1.561638,0,0,0,NA,NA,sp77_602,4,4,0,1.004824,1.463079,2,2,0,1.004824,1.463079,sp77_602,3,3,0,1.113516,1.561638,1,1,0,1.463079,1.463079,sp77_602,1,1,0,1.223193,1.223193,0,0,0,NA,NA,sp77_602,1,1,0,1.004824,1.004824,1,1,0,1.004824,1.004824,sp77_602,0,0,0,NA,NA,0,0,0,NA,NA,sp77_602,1,1,0,1.463079,1.463079,1,1,0,1.463079,1.463079,sp77_602,2,2,0,1.113516,1.223193,0,0,0,NA,NA,sp77_602,2,2,0,1.004824,1.561638,1,1,0,1.004824,1.004824
sp77_603,18,18,0,1.002924,14.84097,10,10,0,1.009307,5.132879,sp77_603,12,12,0,1.002924,14.84097,6,6,0,1.009307,3.371385,sp77_603,6,6,0,1.007454,8.414601,4,4,0,1.014328,5.132879,sp77_603,4,4,0,1.014699,14.84097,1,1,0,1.014699,1.014699,sp77_603,14,14,0,1.002924,5.132879,9,9,0,1.009307,5.132879,sp77_603,5,5,0,1.120866,14.84097,2,2,0,1.752224,1.95973,sp77_603,7,7,0,1.465109,8.414601,5,5,0,1.465109,5.132879,sp77_603,6,6,0,1.002924,1.014699,3,3,0,1.009307,1.014699,sp77_603,4,4,0,1.009052,14.84097,2,2,0,1.752224,3.371385,sp77_603,7,7,0,1.009307,8.414601,5,5,0,1.009307,5.132879,sp77_603,7,7,0,1.002924,2.63858,3,3,0,1.014699,2.013598,sp77_603,0,0,0,NA,NA,0,0,0,NA,NA
sp77_604,4,4,0,1.003611,1.739058,2,2,0,1.352393,1.471122,sp77_604,0,0,0,NA,NA,0,0,0,NA,NA,sp77_604,4,4,0,1.003611,1.739058,2,2,0,1.352393,1.471122,sp77_604,1,1,0,1.739058,1.739058,0,0,0,NA,NA,sp77_604,3,3,0,1.003611,1.471122,2,2,0,1.352393,1.471122,sp77_604,2,2,0,1.352393,1.739058,1,1,0,1.352393,1.352393,sp77_604,1,1,0,1.471122,1.471122,1,1,0,1.471122,1.471122,sp77_604,1,1,0,1.003611,1.003611,0,0,0,NA,NA,sp77_604,0,0,0,NA,NA,0,0,0,NA,NA,sp77_604,4,4,0,1.003611,1.739058,2,2,0,1.352393,1.471122,sp77_604,0,0,0,NA,NA,0,0,0,NA,NA,sp77_604,0,0,0,NA,NA,0,0,0,NA,NA
sp77_605,8,0,8,4.61E-12,0.9708425,6,0,6,4.61E-12,0.8492362,sp77_605,4,0,4,6.58E-09,0.9708425,2,0,2,6.58E-09,0.8492362,sp77_605,4,0,4,4.61E-12,0.6679036,4,0,4,4.61E-12,0.6679036,sp77_605,0,0,0,NA,NA,0,0,0,NA,NA,sp77_605,8,0,8,4.61E-12,0.9708425,6,0,6,4.61E-12,0.8492362,sp77_605,2,0,2,0.3570282,0.8492362,1,0,1,0.8492362,0.8492362,sp77_605,4,0,4,4.61E-12,6.58E-09,4,0,4,4.61E-12,6.58E-09,sp77_605,2,0,2,0.6679036,0.9708425,1,0,1,0.6679036,0.6679036,sp77_605,2,0,2,2.23E-10,0.3570282,1,0,1,2.23E-10,2.23E-10,sp77_605,3,0,3,3.36E-09,0.9708425,2,0,2,3.36E-09,0.6679036,sp77_605,0,0,0,NA,NA,0,0,0,NA,NA,sp77_605,3,0,3,4.61E-12,0.8492362,3,0,3,4.61E-12,0.8492362
sp77_606,7,4,3,1.19E-11,10.55976,6,3,3,1.19E-11,4.674641,sp77_606,2,2,0,1.578633,1.743104,2,2,0,1.578633,1.743104,sp77_606,5,2,3,1.19E-11,10.55976,4,1,3,1.19E-11,4.674641,sp77_606,1,1,0,10.55976,10.55976,0,0,0,NA,NA,sp77_606,6,3,3,1.19E-11,4.674641,6,3,3,1.19E-11,4.674641,sp77_606,5,4,1,1.19E-11,10.55976,4,3,1,1.19E-11,4.674641,sp77_606,2,0,2,3.79E-10,3.06E-09,2,0,2,3.79E-10,3.06E-09,sp77_606,0,0,0,NA,NA,0,0,0,NA,NA,sp77_606,4,3,1,3.79E-10,10.55976,3,2,1,3.79E-10,4.674641,sp77_606,3,1,2,1.19E-11,1.578633,3,1,2,1.19E-11,1.578633,sp77_606,0,0,0,NA,NA,0,0,0,NA,NA,sp77_606,0,0,0,NA,NA,0,0,0,NA,NA
sp77_606_1,5,0,5,0.032167,0.9879288,4,0,4,0.032167,0.9879288,sp77_606_1,3,0,3,0.032167,0.9879288,2,0,2,0.032167,0.9879288,sp77_606_1,2,0,2,0.9850401,0.9854471,2,0,2,0.9850401,0.9854471,sp77_606_1,1,0,1,0.032167,0.032167,1,0,1,0.032167,0.032167,sp77_606_1,4,0,4,0.5693174,0.9879288,3,0,3,0.9850401,0.9879288,sp77_606_1,2,0,2,0.032167,0.5693174,1,0,1,0.032167,0.032167,sp77_606_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_606_1,3,0,3,0.9850401,0.9879288,3,0,3,0.9850401,0.9879288,sp77_606_1,3,0,3,0.5693174,0.9879288,2,0,2,0.9854471,0.9879288,sp77_606_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_606_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_606_1,2,0,2,0.032167,0.9850401,2,0,2,0.032167,0.9850401
sp77_700,3,2,1,0.8275078,1.039189,0,0,0,NA,NA,sp77_700,2,1,1,0.8275078,1.039189,0,0,0,NA,NA,sp77_700,1,1,0,1.003339,1.003339,0,0,0,NA,NA,sp77_700,0,0,0,NA,NA,0,0,0,NA,NA,sp77_700,3,2,1,0.8275078,1.039189,0,0,0,NA,NA,sp77_700,2,1,1,0.8275078,1.039189,0,0,0,NA,NA,sp77_700,0,0,0,NA,NA,0,0,0,NA,NA,sp77_700,1,1,0,1.003339,1.003339,0,0,0,NA,NA,sp77_700,0,0,0,NA,NA,0,0,0,NA,NA,sp77_700,1,0,1,0.8275078,0.8275078,0,0,0,NA,NA,sp77_700,0,0,0,NA,NA,0,0,0,NA,NA,sp77_700,2,2,0,1.003339,1.039189,0,0,0,NA,NA
sp77_700_1,9,6,3,4.59E-12,3.173029,5,3,2,4.59E-12,3.173029,sp77_700_1,3,1,2,0.0030906,2.264076,2,1,1,0.0030906,2.264076,sp77_700_1,6,5,1,4.59E-12,3.173029,3,2,1,4.59E-12,3.173029,sp77_700_1,4,3,1,0.9850853,3.173029,2,2,0,2.264076,3.173029,sp77_700_1,5,3,2,4.59E-12,1.486836,3,1,2,4.59E-12,1.010588,sp77_700_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_700_1,5,3,2,4.59E-12,3.173029,4,2,2,4.59E-12,3.173029,sp77_700_1,4,3,1,0.9850853,1.025778,1,1,0,1.010588,1.010588,sp77_700_1,2,2,0,1.010588,1.025778,1,1,0,1.010588,1.010588,sp77_700_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_700_1,3,3,0,1.486836,3.173029,2,2,0,2.264076,3.173029,sp77_700_1,4,1,3,4.59E-12,1.006403,2,0,2,4.59E-12,0.0030906
sp77_701,1,1,0,1.060159,1.060159,0,0,0,NA,NA,sp77_701,1,1,0,1.060159,1.060159,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,1,1,0,1.060159,1.060159,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,1,1,0,1.060159,1.060159,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701,1,1,0,1.060159,1.060159,0,0,0,NA,NA
sp77_701_1,2,2,0,1.110394,1.454834,0,0,0,NA,NA,sp77_701_1,1,1,0,1.110394,1.110394,0,0,0,NA,NA,sp77_701_1,1,1,0,1.454834,1.454834,0,0,0,NA,NA,sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_1,2,2,0,1.110394,1.454834,0,0,0,NA,NA,sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_1,2,2,0,1.110394,1.454834,0,0,0,NA,NA,sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_1,2,2,0,1.110394,1.454834,0,0,0,NA,NA
sp77_701_2,3,0,3,0.4764839,0.9984016,0,0,0,NA,NA,sp77_701_2,1,0,1,0.9984016,0.9984016,0,0,0,NA,NA,sp77_701_2,2,0,2,0.4764839,0.4787418,0,0,0,NA,NA,sp77_701_2,2,0,2,0.4787418,0.9984016,0,0,0,NA,NA,sp77_701_2,1,0,1,0.4764839,0.4764839,0,0,0,NA,NA,sp77_701_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_2,2,0,2,0.4764839,0.4787418,0,0,0,NA,NA,sp77_701_2,1,0,1,0.9984016,0.9984016,0,0,0,NA,NA,sp77_701_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_2,3,0,3,0.4764839,0.9984016,0,0,0,NA,NA
sp77_701_3,9,4,5,0.1957643,1.429151,4,0,4,0.1957643,0.6948789,sp77_701_3,3,3,0,1.08784,1.429151,0,0,0,NA,NA,sp77_701_3,6,1,5,0.1957643,1.320706,4,0,4,0.1957643,0.6948789,sp77_701_3,1,0,1,0.2017996,0.2017996,0,0,0,NA,NA,sp77_701_3,8,4,4,0.1957643,1.429151,4,0,4,0.1957643,0.6948789,sp77_701_3,2,0,2,0.1957643,0.2017996,1,0,1,0.1957643,0.1957643,sp77_701_3,6,4,2,0.4190117,1.429151,2,0,2,0.4190117,0.4476982,sp77_701_3,1,0,1,0.6948789,0.6948789,1,0,1,0.6948789,0.6948789,sp77_701_3,5,1,4,0.1957643,1.429151,3,0,3,0.1957643,0.6948789,sp77_701_3,2,1,1,0.4476982,1.417764,1,0,1,0.4476982,0.4476982,sp77_701_3,2,2,0,1.08784,1.320706,0,0,0,NA,NA,sp77_701_3,0,0,0,NA,NA,0,0,0,NA,NA
sp77_701_4,2,2,0,1.008806,1.487566,1,1,0,1.008806,1.008806,sp77_701_4,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_4,2,2,0,1.008806,1.487566,1,1,0,1.008806,1.008806,sp77_701_4,1,1,0,1.487566,1.487566,0,0,0,NA,NA,sp77_701_4,1,1,0,1.008806,1.008806,1,1,0,1.008806,1.008806,sp77_701_4,1,1,0,1.487566,1.487566,0,0,0,NA,NA,sp77_701_4,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_4,1,1,0,1.008806,1.008806,1,1,0,1.008806,1.008806,sp77_701_4,0,0,0,NA,NA,0,0,0,NA,NA,sp77_701_4,1,1,0,1.008806,1.008806,1,1,0,1.008806,1.008806,sp77_701_4,1,1,0,1.487566,1.487566,0,0,0,NA,NA,sp77_701_4,0,0,0,NA,NA,0,0,0,NA,NA
sp77_702,6,1,5,0.3059942,1.720259,3,1,2,0.3059942,1.720259,sp77_702,3,0,3,0.3755616,0.6867535,1,0,1,0.6867535,0.6867535,sp77_702,3,1,2,0.3059942,1.720259,2,1,1,0.3059942,1.720259,sp77_702,1,1,0,1.720259,1.720259,1,1,0,1.720259,1.720259,sp77_702,5,0,5,0.3059942,0.6867535,2,0,2,0.3059942,0.6867535,sp77_702,6,1,5,0.3059942,1.720259,3,1,2,0.3059942,1.720259,sp77_702,0,0,0,NA,NA,0,0,0,NA,NA,sp77_702,0,0,0,NA,NA,0,0,0,NA,NA,sp77_702,1,0,1,0.3755616,0.3755616,0,0,0,NA,NA,sp77_702,2,0,2,0.431415,0.507198,0,0,0,NA,NA,sp77_702,0,0,0,NA,NA,0,0,0,NA,NA,sp77_702,3,1,2,0.3059942,1.720259,3,1,2,0.3059942,1.720259
sp77_703,3,0,3,0.7837543,0.9974637,1,0,1,0.7837543,0.7837543,sp77_703,3,0,3,0.7837543,0.9974637,1,0,1,0.7837543,0.7837543,sp77_703,0,0,0,NA,NA,0,0,0,NA,NA,sp77_703,1,0,1,0.9714665,0.9714665,0,0,0,NA,NA,sp77_703,2,0,2,0.7837543,0.9974637,1,0,1,0.7837543,0.7837543,sp77_703,1,0,1,0.7837543,0.7837543,1,0,1,0.7837543,0.7837543,sp77_703,0,0,0,NA,NA,0,0,0,NA,NA,sp77_703,2,0,2,0.9714665,0.9974637,0,0,0,NA,NA,sp77_703,0,0,0,NA,NA,0,0,0,NA,NA,sp77_703,0,0,0,NA,NA,0,0,0,NA,NA,sp77_703,0,0,0,NA,NA,0,0,0,NA,NA,sp77_703,3,0,3,0.7837543,0.9974637,1,0,1,0.7837543,0.7837543
sp77_704,7,1,6,0.0445356,1.003002,3,0,3,0.0445356,0.812114,sp77_704,3,1,2,0.9886561,1.003002,0,0,0,NA,NA,sp77_704,4,0,4,0.0445356,0.812114,3,0,3,0.0445356,0.812114,sp77_704,3,1,2,0.0445356,1.003002,2,0,2,0.0445356,0.0919012,sp77_704,4,0,4,0.620276,0.9888292,1,0,1,0.812114,0.812114,sp77_704,1,0,1,0.0445356,0.0445356,1,0,1,0.0445356,0.0445356,sp77_704,2,0,2,0.0919012,0.620276,1,0,1,0.0919012,0.0919012,sp77_704,4,1,3,0.812114,1.003002,1,0,1,0.812114,0.812114,sp77_704,4,0,4,0.0445356,0.9886561,3,0,3,0.0445356,0.812114,sp77_704,1,0,1,0.9888292,0.9888292,0,0,0,NA,NA,sp77_704,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704,2,1,1,0.620276,1.003002,0,0,0,NA,NA
sp77_704_1,4,3,1,0.9159726,1.16332,2,1,1,0.9159726,1.004521,sp77_704_1,2,2,0,1.000993,1.16332,0,0,0,NA,NA,sp77_704_1,2,1,1,0.9159726,1.004521,2,1,1,0.9159726,1.004521,sp77_704_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_1,4,3,1,0.9159726,1.16332,2,1,1,0.9159726,1.004521,sp77_704_1,1,1,0,1.16332,1.16332,0,0,0,NA,NA,sp77_704_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_1,3,2,1,0.9159726,1.004521,2,1,1,0.9159726,1.004521,sp77_704_1,1,1,0,1.004521,1.004521,1,1,0,1.004521,1.004521,sp77_704_1,1,0,1,0.9159726,0.9159726,1,0,1,0.9159726,0.9159726,sp77_704_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_1,2,2,0,1.000993,1.16332,0,0,0,NA,NA
sp77_704_8,1,1,0,1.701722,1.701722,0,0,0,NA,NA,sp77_704_8,1,1,0,1.701722,1.701722,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_8,1,1,0,1.701722,1.701722,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_8,1,1,0,1.701722,1.701722,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA,sp77_704_8,1,1,0,1.701722,1.701722,0,0,0,NA,NA,sp77_704_8,0,0,0,NA,NA,0,0,0,NA,NA
sp77_704_9,16,5,11,2.49E-09,30.90552,10,4,6,2.49E-09,30.90552,sp77_704_9,6,2,4,0.5044352,2.206775,4,2,2,0.9897478,2.206775,sp77_704_9,10,3,7,2.49E-09,30.90552,6,2,4,2.49E-09,30.90552,sp77_704_9,2,1,1,0.981286,30.90552,1,1,0,30.90552,30.90552,sp77_704_9,14,4,10,2.49E-09,9.154342,9,3,6,2.49E-09,9.154342,sp77_704_9,4,0,4,0.4751613,0.8207254,1,0,1,0.4751613,0.4751613,sp77_704_9,6,5,1,2.49E-09,30.90552,5,4,1,2.49E-09,30.90552,sp77_704_9,6,0,6,0.6935572,0.9942441,4,0,4,0.6935572,0.9942441,sp77_704_9,6,3,3,0.5044352,30.90552,5,3,2,0.6935572,30.90552,sp77_704_9,2,1,1,2.49E-09,1.918125,2,1,1,2.49E-09,1.918125,sp77_704_9,3,1,2,0.536132,1.682279,0,0,0,NA,NA,sp77_704_9,5,0,5,0.4751613,0.9942441,3,0,3,0.4751613,0.9942441
sp77_705,2,2,0,1.690056,2.78219,0,0,0,NA,NA,sp77_705,2,2,0,1.690056,2.78219,0,0,0,NA,NA,sp77_705,0,0,0,NA,NA,0,0,0,NA,NA,sp77_705,2,2,0,1.690056,2.78219,0,0,0,NA,NA,sp77_705,0,0,0,NA,NA,0,0,0,NA,NA,sp77_705,1,1,0,1.690056,1.690056,0,0,0,NA,NA,sp77_705,1,1,0,2.78219,2.78219,0,0,0,NA,NA,sp77_705,0,0,0,NA,NA,0,0,0,NA,NA,sp77_705,0,0,0,NA,NA,0,0,0,NA,NA,sp77_705,2,2,0,1.690056,2.78219,0,0,0,NA,NA,sp77_705,0,0,0,NA,NA,0,0,0,NA,NA,sp77_705,0,0,0,NA,NA,0,0,0,NA,NA
sp77_800,6,2,4,0.2700085,3.563502,1,0,1,0.9987287,0.9987287,sp77_800,5,1,4,0.2700085,1.007373,1,0,1,0.9987287,0.9987287,sp77_800,1,1,0,3.563502,3.563502,0,0,0,NA,NA,sp77_800,4,1,3,0.2700085,3.563502,0,0,0,NA,NA,sp77_800,2,1,1,0.9987287,1.007373,1,0,1,0.9987287,0.9987287,sp77_800,2,0,2,0.2700085,0.8212065,0,0,0,NA,NA,sp77_800,1,1,0,3.563502,3.563502,0,0,0,NA,NA,sp77_800,3,1,2,0.9959399,1.007373,1,0,1,0.9987287,0.9987287,sp77_800,2,1,1,0.2700085,1.007373,0,0,0,NA,NA,sp77_800,1,1,0,3.563502,3.563502,0,0,0,NA,NA,sp77_800,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800,3,0,3,0.8212065,0.9987287,1,0,1,0.9987287,0.9987287
sp77_800_1,6,6,0,1.002275,1.549323,3,3,0,1.002275,1.067654,sp77_800_1,2,2,0,1.002275,1.067654,2,2,0,1.002275,1.067654,sp77_800_1,4,4,0,1.008073,1.549323,1,1,0,1.008073,1.008073,sp77_800_1,2,2,0,1.010798,1.549323,0,0,0,NA,NA,sp77_800_1,4,4,0,1.002275,1.24109,3,3,0,1.002275,1.067654,sp77_800_1,3,3,0,1.067654,1.549323,1,1,0,1.067654,1.067654,sp77_800_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800_1,3,3,0,1.002275,1.010798,2,2,0,1.002275,1.008073,sp77_800_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800_1,6,6,0,1.002275,1.549323,3,3,0,1.002275,1.067654
sp77_800_2,3,3,0,1.107939,2.569044,1,1,0,2.569044,2.569044,sp77_800_2,2,2,0,1.107939,2.569044,1,1,0,2.569044,2.569044,sp77_800_2,1,1,0,2.078823,2.078823,0,0,0,NA,NA,sp77_800_2,1,1,0,1.107939,1.107939,0,0,0,NA,NA,sp77_800_2,2,2,0,2.078823,2.569044,1,1,0,2.569044,2.569044,sp77_800_2,1,1,0,1.107939,1.107939,0,0,0,NA,NA,sp77_800_2,2,2,0,2.078823,2.569044,1,1,0,2.569044,2.569044,sp77_800_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800_2,0,0,0,NA,NA,0,0,0,NA,NA,sp77_800_2,1,1,0,2.569044,2.569044,1,1,0,2.569044,2.569044,sp77_800_2,1,1,0,2.078823,2.078823,0,0,0,NA,NA,sp77_800_2,1,1,0,1.107939,1.107939,0,0,0,NA,NA
sp77_801,6,0,6,1.16E-10,0.9899675,4,0,4,1.16E-10,0.9899675,sp77_801,3,0,3,0.6925977,0.9899675,2,0,2,0.7929169,0.9899675,sp77_801,3,0,3,1.16E-10,0.9865681,2,0,2,1.16E-10,0.6720282,sp77_801,1,0,1,0.7929169,0.7929169,1,0,1,0.7929169,0.7929169,sp77_801,5,0,5,1.16E-10,0.9899675,3,0,3,1.16E-10,0.9899675,sp77_801,2,0,2,1.16E-10,0.6925977,1,0,1,1.16E-10,1.16E-10,sp77_801,0,0,0,NA,NA,0,0,0,NA,NA,sp77_801,4,0,4,0.6720282,0.9899675,3,0,3,0.6720282,0.9899675,sp77_801,0,0,0,NA,NA,0,0,0,NA,NA,sp77_801,2,0,2,1.16E-10,0.6720282,2,0,2,1.16E-10,0.6720282,sp77_801,4,0,4,0.6925977,0.9899675,2,0,2,0.7929169,0.9899675,sp77_801,0,0,0,NA,NA,0,0,0,NA,NA
sp77_801_1,6,0,6,3.15E-11,4.94E-09,6,0,6,3.15E-11,4.94E-09,sp77_801_1,4,0,4,5.17E-10,4.94E-09,4,0,4,5.17E-10,4.94E-09,sp77_801_1,2,0,2,3.15E-11,1.03E-09,2,0,2,3.15E-11,1.03E-09,sp77_801_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_801_1,6,0,6,3.15E-11,4.94E-09,6,0,6,3.15E-11,4.94E-09,sp77_801_1,3,0,3,3.15E-11,4.94E-09,3,0,3,3.15E-11,4.94E-09,sp77_801_1,3,0,3,5.17E-10,2.27E-09,3,0,3,5.17E-10,2.27E-09,sp77_801_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_801_1,4,0,4,3.15E-11,2.27E-09,4,0,4,3.15E-11,2.27E-09,sp77_801_1,2,0,2,5.17E-10,4.94E-09,2,0,2,5.17E-10,4.94E-09,sp77_801_1,0,0,0,NA,NA,0,0,0,NA,NA,sp77_801_1,0,0,0,NA,NA,0,0,0,NA,NA
sp77_802,12,1,11,0.0493173,1.143688,6,0,6,0.0493173,0.9772355,sp77_802,7,1,6,0.0493173,1.143688,3,0,3,0.0493173,0.3214353,sp77_802,5,0,5,0.4143473,0.9909012,3,0,3,0.4143473,0.9772355,sp77_802,7,0,7,0.0493173,0.9878167,4,0,4,0.0493173,0.9707108,sp77_802,5,1,4,0.4143473,1.143688,2,0,2,0.4143473,0.9772355,sp77_802,3,0,3,0.1812163,0.4566492,1,0,1,0.4143473,0.4143473,sp77_802,4,1,3,0.0493173,1.143688,3,0,3,0.0493173,0.3214353,sp77_802,5,0,5,0.9707108,0.9924511,2,0,2,0.9707108,0.9772355,sp77_802,5,0,5,0.1008264,0.9924511,3,0,3,0.1008264,0.9772355,sp77_802,3,0,3,0.0493173,0.9909012,2,0,2,0.0493173,0.4143473,sp77_802,3,0,3,0.3214353,0.9878167,1,0,1,0.3214353,0.3214353,sp77_802,1,1,0,1.143688,1.143688,0,0,0,NA,NA
sp77_803,5,3,2,2.45E-09,1.51959,4,2,2,2.45E-09,1.51959,sp77_803,3,2,1,0.9937823,1.18954,2,1,1,0.9937823,1.002361,sp77_803,2,1,1,2.45E-09,1.51959,2,1,1,2.45E-09,1.51959,sp77_803,0,0,0,NA,NA,0,0,0,NA,NA,sp77_803,5,3,2,2.45E-09,1.51959,4,2,2,2.45E-09,1.51959,sp77_803,1,1,0,1.51959,1.51959,1,1,0,1.51959,1.51959,sp77_803,2,1,1,2.45E-09,1.18954,1,0,1,2.45E-09,2.45E-09,sp77_803,2,1,1,0.9937823,1.002361,2,1,1,0.9937823,1.002361,sp77_803,1,0,1,2.45E-09,2.45E-09,1,0,1,2.45E-09,2.45E-09,sp77_803,1,0,1,0.9937823,0.9937823,1,0,1,0.9937823,0.9937823,sp77_803,0,0,0,NA,NA,0,0,0,NA,NA,sp77_803,3,3,0,1.002361,1.51959,2,2,0,1.002361,1.51959
