var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp48_8,2,2,0,1.310869,1.402088,0,0,0,NA,NA,1,1,0,1.310869,1.310869,0,0,0,NA,NA,1,1,0,1.402088,1.402088,0,0,0,NA,NA,2,2,0,1.310869,1.402088,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.310869,1.402088,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,1.310869,1.402088,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
sp75_100,13,13,0,1.001284,3.810218,6,6,0,1.003938,2.714115,7,7,0,1.001284,1.382246,4,4,0,1.003938,1.375938,6,6,0,1.003311,3.810218,2,2,0,1.266348,2.714115,2,2,0,2.714115,3.810218,1,1,0,2.714115,2.714115,11,11,0,1.001284,1.393133,5,5,0,1.003938,1.375938,7,7,0,1.091261,3.810218,5,5,0,1.091261,2.714115,1,1,0,1.382246,1.382246,0,0,0,NA,NA,5,5,0,1.001284,1.005624,1,1,0,1.003938,1.003938,6,6,0,1.004007,3.810218,1,1,0,1.375938,1.375938,2,2,0,1.003938,1.328047,2,2,0,1.003938,1.328047,5,5,0,1.001284,2.714115,3,3,0,1.091261,2.714115,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1002,3,2,1,0.9977793,1.109071,1,0,1,0.9977793,0.9977793,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.9977793,1.109071,1,0,1,0.9977793,0.9977793,1,0,1,0.9977793,0.9977793,1,0,1,0.9977793,0.9977793,2,2,0,1.027657,1.109071,0,0,0,NA,NA,1,1,0,1.027657,1.027657,0,0,0,NA,NA,1,1,0,1.109071,1.109071,0,0,0,NA,NA,1,0,1,0.9977793,0.9977793,1,0,1,0.9977793,0.9977793,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,0.9977793,1.109071,1,0,1,0.9977793,0.9977793
sp75_1003,12,2,10,0.8583484,1.000234,6,1,5,0.8583484,1.000234,5,1,4,0.9141486,1.000056,1,0,1,0.9583569,0.9583569,7,1,6,0.8583484,1.000234,5,1,4,0.8583484,1.000234,0,0,0,NA,NA,0,0,0,NA,NA,12,2,10,0.8583484,1.000234,6,1,5,0.8583484,1.000234,6,0,6,0.8822666,0.9913452,4,0,4,0.8822666,0.9640021,3,0,3,0.8583484,0.9141486,1,0,1,0.8583484,0.8583484,3,2,1,0.9991813,1.000234,1,1,0,1.000234,1.000234,5,0,5,0.8583484,0.9991813,3,0,3,0.8583484,0.9583569,3,0,3,0.884318,0.9649711,1,0,1,0.9049762,0.9049762,2,0,2,0.9640021,0.9913452,1,0,1,0.9640021,0.9640021,2,2,0,1.000056,1.000234,1,1,0,1.000234,1.000234
sp75_1003_2,7,1,6,0.9219159,3.246075,2,0,2,0.99883,0.9989078,2,0,2,0.9988026,0.9988844,0,0,0,NA,NA,5,1,4,0.9219159,3.246075,2,0,2,0.99883,0.9989078,1,1,0,3.246075,3.246075,0,0,0,NA,NA,6,0,6,0.9219159,0.9991342,2,0,2,0.99883,0.9989078,2,1,1,0.9219159,3.246075,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,0,5,0.9988026,0.9991342,2,0,2,0.99883,0.9989078,2,0,2,0.9988026,0.9991342,0,0,0,NA,NA,2,0,2,0.9988844,0.9989078,1,0,1,0.9989078,0.9989078,2,0,2,0.9219159,0.99883,1,0,1,0.99883,0.99883,1,1,0,3.246075,3.246075,0,0,0,NA,NA
sp75_1311,7,0,7,0.2168187,0.9983359,3,0,3,0.2168187,0.9975839,3,0,3,0.9713875,0.9975839,2,0,2,0.9713875,0.9975839,4,0,4,0.2168187,0.9983359,1,0,1,0.2168187,0.2168187,5,0,5,0.2168187,0.9760781,2,0,2,0.2168187,0.9713875,2,0,2,0.9975839,0.9983359,1,0,1,0.9975839,0.9975839,2,0,2,0.4374859,0.4975435,0,0,0,NA,NA,1,0,1,0.2168187,0.2168187,1,0,1,0.2168187,0.2168187,4,0,4,0.9713875,0.9983359,2,0,2,0.9713875,0.9975839,2,0,2,0.4975435,0.9713875,1,0,1,0.9713875,0.9713875,2,0,2,0.9760781,0.9975839,1,0,1,0.9975839,0.9975839,3,0,3,0.2168187,0.9983359,1,0,1,0.2168187,0.2168187,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1315,9,0,9,0.4124934,0.7169297,3,0,3,0.4124934,0.7027023,5,0,5,0.5468427,0.7169297,1,0,1,0.7027023,0.7027023,4,0,4,0.4124934,0.6038637,2,0,2,0.4124934,0.5526177,3,0,3,0.5468427,0.6098018,0,0,0,NA,NA,6,0,6,0.4124934,0.7169297,3,0,3,0.4124934,0.7027023,4,0,4,0.413901,0.7169297,1,0,1,0.5526177,0.5526177,5,0,5,0.4124934,0.7027023,2,0,2,0.4124934,0.7027023,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.5526177,0.6038637,1,0,1,0.5526177,0.5526177,6,0,6,0.4124934,0.7169297,2,0,2,0.4124934,0.7027023,1,0,1,0.5763116,0.5763116,0,0,0,NA,NA
sp75_1316,9,0,9,0.2211051,0.9908832,4,0,4,0.4191353,0.9908832,7,0,7,0.2211051,0.9908832,3,0,3,0.9597529,0.9908832,2,0,2,0.3720082,0.4191353,1,0,1,0.4191353,0.4191353,7,0,7,0.2211051,0.9908832,4,0,4,0.4191353,0.9908832,2,0,2,0.7623408,0.7624126,0,0,0,NA,NA,2,0,2,0.7623408,0.7624126,0,0,0,NA,NA,4,0,4,0.2211051,0.5920688,1,0,1,0.4191353,0.4191353,3,0,3,0.9597529,0.9908832,3,0,3,0.9597529,0.9908832,3,0,3,0.2211051,0.7623408,0,0,0,NA,NA,2,0,2,0.7624126,0.9597529,1,0,1,0.9597529,0.9597529,2,0,2,0.4191353,0.9908832,2,0,2,0.4191353,0.9908832,2,0,2,0.5920688,0.9772129,1,0,1,0.9772129,0.9772129
sp75_1318,7,1,6,3.15e-09,3.423139,7,1,6,3.15e-09,3.423139,3,0,3,7.49e-09,0.8698484,3,0,3,7.49e-09,0.8698484,4,1,3,3.15e-09,3.423139,4,1,3,3.15e-09,3.423139,1,0,1,0.0027245,0.0027245,1,0,1,0.0027245,0.0027245,6,1,5,3.15e-09,3.423139,6,1,5,3.15e-09,3.423139,1,0,1,0.0027245,0.0027245,1,0,1,0.0027245,0.0027245,6,1,5,3.15e-09,3.423139,6,1,5,3.15e-09,3.423139,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,3.423139,3.423139,1,1,0,3.423139,3.423139,2,0,2,6.97e-08,0.0027245,2,0,2,6.97e-08,0.0027245,2,0,2,3.15e-09,7.49e-09,2,0,2,3.15e-09,7.49e-09,2,0,2,0.6842995,0.8698484,2,0,2,0.6842995,0.8698484
sp75_1322,9,9,0,1.249894,4.7e+09,6,6,0,1.82998,4.7e+09,4,4,0,1.249894,1.5e+08,2,2,0,1.990212,1.5e+08,5,5,0,1.824831,4.7e+09,4,4,0,1.82998,4.7e+09,0,0,0,NA,NA,0,0,0,NA,NA,9,9,0,1.249894,4.7e+09,6,6,0,1.82998,4.7e+09,6,6,0,1.249894,3.076237,3,3,0,1.82998,3.076237,3,3,0,4.400182,4.7e+09,3,3,0,4.400182,4.7e+09,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,4.400182,4.400182,1,1,0,4.400182,4.400182,2,2,0,1.564008,1.82998,1,1,0,1.82998,1.82998,4,4,0,1.249894,4.7e+09,2,2,0,1.5e+08,4.7e+09,2,2,0,1.990212,3.076237,2,2,0,1.990212,3.076237
sp75_1400,6,3,3,0.9966702,1.170827,4,1,3,0.9966702,1.14959,3,3,0,1.036783,1.170827,1,1,0,1.14959,1.14959,3,0,3,0.9966702,0.9980816,3,0,3,0.9966702,0.9980816,0,0,0,NA,NA,0,0,0,NA,NA,6,3,3,0.9966702,1.170827,4,1,3,0.9966702,1.14959,0,0,0,NA,NA,0,0,0,NA,NA,3,3,0,1.036783,1.170827,1,1,0,1.14959,1.14959,3,0,3,0.9966702,0.9980816,3,0,3,0.9966702,0.9980816,2,1,1,0.9971578,1.170827,1,0,1,0.9971578,0.9971578,2,1,1,0.9966702,1.14959,2,1,1,0.9966702,1.14959,2,1,1,0.9980816,1.036783,1,0,1,0.9980816,0.9980816,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_1,3,0,3,0.1151191,0.9965528,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.1151191,0.9965528,0,0,0,NA,NA,2,0,2,0.1151191,0.3803084,0,0,0,NA,NA,1,0,1,0.9965528,0.9965528,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.1151191,0.3803084,0,0,0,NA,NA,1,0,1,0.9965528,0.9965528,0,0,0,NA,NA,1,0,1,0.1151191,0.1151191,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.3803084,0.9965528,0,0,0,NA,NA
sp75_1403_10,25,25,0,1.0001,11.29805,11,11,0,1.0001,1.090347,11,11,0,1.0001,11.29805,4,4,0,1.0001,1.051802,14,14,0,1.000301,2.233641,7,7,0,1.000301,1.090347,13,13,0,1.001327,11.29805,2,2,0,1.001327,1.004462,12,12,0,1.0001,1.090347,9,9,0,1.0001,1.090347,5,5,0,1.003157,1.308289,0,0,0,NA,NA,11,11,0,1.013673,11.29805,5,5,0,1.013673,1.090347,9,9,0,1.0001,1.017403,6,6,0,1.0001,1.004462,7,7,0,1.000525,2.233641,2,2,0,1.000525,1.084119,7,7,0,1.000724,11.29805,3,3,0,1.000724,1.090347,6,6,0,1.004462,1.534261,3,3,0,1.004462,1.042054,5,5,0,1.0001,1.135636,3,3,0,1.0001,1.001327
sp75_1403_5,8,0,8,0.945946,0.9986562,2,0,2,0.9855392,0.9976568,5,0,5,0.9855392,0.9986562,2,0,2,0.9855392,0.9976568,3,0,3,0.945946,0.9954194,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,0,8,0.945946,0.9986562,2,0,2,0.9855392,0.9976568,5,0,5,0.9855392,0.9986562,1,0,1,0.9855392,0.9855392,3,0,3,0.945946,0.9976568,1,0,1,0.9976568,0.9976568,0,0,0,NA,NA,0,0,0,NA,NA,2,0,2,0.945946,0.9870159,0,0,0,NA,NA,1,0,1,0.9855392,0.9855392,1,0,1,0.9855392,0.9855392,1,0,1,0.9962802,0.9962802,0,0,0,NA,NA,4,0,4,0.9923132,0.9986562,1,0,1,0.9976568,0.9976568
sp75_1403_6,7,3,4,0.9648686,1.093277,5,1,4,0.9648686,1.003912,2,1,1,0.9986214,1.003912,2,1,1,0.9986214,1.003912,5,2,3,0.9648686,1.093277,3,0,3,0.9648686,0.9996082,2,1,1,0.9986214,1.093277,1,0,1,0.9986214,0.9986214,5,2,3,0.9648686,1.011501,4,1,3,0.9648686,1.003912,2,1,1,0.9769077,1.093277,1,0,1,0.9769077,0.9769077,3,2,1,0.9648686,1.011501,2,1,1,0.9648686,1.003912,2,0,2,0.9986214,0.9996082,2,0,2,0.9986214,0.9996082,0,0,0,NA,NA,0,0,0,NA,NA,3,0,3,0.9648686,0.9996082,3,0,3,0.9648686,0.9996082,1,1,0,1.093277,1.093277,0,0,0,NA,NA,3,2,1,0.9986214,1.011501,2,1,1,0.9986214,1.003912
sp75_1403_7,11,1,10,0.3480221,1.133703,7,0,7,0.3480221,0.9938048,3,0,3,0.3480221,0.9734152,2,0,2,0.3480221,0.9734152,8,1,7,0.5703817,1.133703,5,0,5,0.6450364,0.9938048,8,0,8,0.3480221,0.9938048,5,0,5,0.3480221,0.9938048,3,1,2,0.9260632,1.133703,2,0,2,0.9260632,0.9734152,3,0,3,0.5703817,0.8834362,1,0,1,0.6450364,0.6450364,6,1,5,0.3480221,1.133703,4,0,4,0.3480221,0.9734152,2,0,2,0.9908577,0.9938048,2,0,2,0.9908577,0.9938048,2,0,2,0.4005471,0.5703817,0,0,0,NA,NA,2,1,1,0.3480221,1.133703,1,0,1,0.3480221,0.3480221,2,0,2,0.6450364,0.9908577,2,0,2,0.6450364,0.9908577,5,0,5,0.7115216,0.9938048,4,0,4,0.7115216,0.9938048
sp75_1403_8,18,0,18,0.8487537,0.9998845,12,0,12,0.9440395,0.9997839,5,0,5,0.963786,0.9998251,4,0,4,0.963786,0.9997839,13,0,13,0.8487537,0.9998845,8,0,8,0.9440395,0.9997683,1,0,1,0.8487537,0.8487537,0,0,0,NA,NA,17,0,17,0.9440395,0.9998845,12,0,12,0.9440395,0.9997839,5,0,5,0.8487537,0.9959243,2,0,2,0.9595919,0.9626198,7,0,7,0.9440395,0.9912572,6,0,6,0.9440395,0.9899918,6,0,6,0.9992412,0.9998845,4,0,4,0.9992412,0.9997839,5,0,5,0.9440395,0.9997839,5,0,5,0.9440395,0.9997839,6,0,6,0.8487537,0.9998251,4,0,4,0.9475535,0.9992412,4,0,4,0.976715,0.9997683,3,0,3,0.976715,0.9997683,3,0,3,0.9912572,0.9998845,0,0,0,NA,NA
sp75_1404,11,0,11,0.0351857,0.9935695,9,0,9,0.0351857,0.9828172,8,0,8,0.0351857,0.9935695,6,0,6,0.0351857,0.9799294,3,0,3,0.3387925,0.9828172,3,0,3,0.3387925,0.9828172,10,0,10,0.0351857,0.9935695,9,0,9,0.0351857,0.9828172,1,0,1,0.8535172,0.8535172,0,0,0,NA,NA,5,0,5,0.0351857,0.3728527,5,0,5,0.0351857,0.3728527,1,0,1,0.8535172,0.8535172,0,0,0,NA,NA,5,0,5,0.9492793,0.9935695,4,0,4,0.9492793,0.9828172,2,0,2,0.0351857,0.950551,2,0,2,0.0351857,0.950551,4,0,4,0.039464,0.9492793,3,0,3,0.039464,0.9492793,2,0,2,0.3728527,0.9799294,2,0,2,0.3728527,0.9799294,3,0,3,0.3606767,0.9935695,2,0,2,0.3606767,0.9828172
sp75_1404_1,15,0,15,0.0596299,0.996854,9,0,9,0.0596299,0.996854,10,0,10,0.0596299,0.996854,6,0,6,0.0596299,0.996854,5,0,5,0.6211314,0.9967016,3,0,3,0.6211314,0.9890944,3,0,3,0.0596299,0.3337169,2,0,2,0.0596299,0.0638475,12,0,12,0.6211314,0.996854,7,0,7,0.6211314,0.996854,2,0,2,0.6611609,0.8969609,2,0,2,0.6611609,0.8969609,9,0,9,0.0596299,0.9173417,5,0,5,0.0596299,0.9173417,4,0,4,0.9890944,0.996854,2,0,2,0.9890944,0.996854,3,0,3,0.0638475,0.9968057,1,0,1,0.0638475,0.0638475,2,0,2,0.0596299,0.7866651,1,0,1,0.0596299,0.0596299,4,0,4,0.3337169,0.9967016,1,0,1,0.9173417,0.9173417,6,0,6,0.6211314,0.996854,6,0,6,0.6211314,0.996854
